pool,game_file,source_file,source_page,original_url,license,license_url,author,date,description,origin,original_size
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_022_1920x1080.png,Marine CH-53 Sea Stallion helicopters are used in the evacuation of American students from the island - DPLA - 4c89117a2b89c8eff8345dd412499426.jpeg,https://commons.wikimedia.org/wiki/File:Marine_CH-53_Sea_Stallion_helicopters_are_used_in_the_evacuation_of_American_students_from_the_island_-_DPLA_-_4c89117a2b89c8eff8345dd412499426.jpeg,https://upload.wikimedia.org/wikipedia/commons/c/c6/Marine_CH-53_Sea_Stallion_helicopters_are_used_in_the_evacuation_of_American_students_from_the_island_-_DPLA_-_4c89117a2b89c8eff8345dd412499426.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"26 October 1983 date QS:P571,+1983-10-26T00:00:00Z/11",The original finding aid described this photograph as: Base: Point Salines Country: Grenada (GRD) Scene Camera Operator: Unknown Release Status: Released to Public,Category:United States Marine Corps in Grenada,2682x1748
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_023_1920x1080.png,M102 picked up by CH-47.jpg,https://commons.wikimedia.org/wiki/File:M102_picked_up_by_CH-47.jpg,https://upload.wikimedia.org/wikipedia/commons/8/82/M102_picked_up_by_CH-47.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,"TSGT BOB SIMONS, USAF",1988-03-01,"A CH-47 Chinook helicopter picks up an M102 105 mm Howitzer for transport to the 3rd Battalion, 319th Artillery Regiment, 82nd Airborne Division, during a joint artillery training exercise. President Ronald Reagan mobilized US Exercise Task Force DRAGON/GOLDEN PHEASANT, consisting of both the 82nd Airborne Division and the 7th Light Infantry Division, to help discourage Nicaraguan forces from entering Honduras.",Category:Operation Golden Pheasant,3000x1987
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_032_1920x1080.png,"U.S. Special Envoy for the Colombian Peace Process Bernard Aronson Addresses Conflict Victims, Ex- Combatants, and At-Risk Youth Speak About a Job- Training Program at the Escuela Taller in Cartagena (29318727983).jpg","https://commons.wikimedia.org/wiki/File:U.S._Special_Envoy_for_the_Colombian_Peace_Process_Bernard_Aronson_Addresses_Conflict_Victims,_Ex-_Combatants,_and_At-Risk_Youth_Speak_About_a_Job-_Training_Program_at_the_Escuela_Taller_in_Cartagena_(29318727983).jpg",https://upload.wikimedia.org/wikipedia/commons/f/f9/U.S._Special_Envoy_for_the_Colombian_Peace_Process_Bernard_Aronson_Addresses_Conflict_Victims%2C_Ex-_Combatants%2C_and_At-Risk_Youth_Speak_About_a_Job-_Training_Program_at_the_Escuela_Taller_in_Cartagena_%2829318727983%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,U.S. Department of State from United States,2016-09-26 08:56,"U.S. Special Envoy for the Colombian Peace Process Bernard Aronson, joined by U.S. Secretary of State John Kerry and U.S. Ambassador to Colombia Kevin Whitaker, addresses conflict victims, ex-combatants, and at-risk youth speak about a job-training program at the Escuela Taller run by the Colombian Ministry of Culture as the delegation visits Cartagena, Colombia, on September 26, 2016, to witness a peace ceremony between the government and the Revolutionary Armed Forces of Colombia (FARC) that ends a five-decade conflict. [State Department Photo/ Public Domain]",Category:Colombian armed conflict,4769x3179
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_024_1920x1080.png,Members of the 82nd Airborne Division test a Soviet-made 7.62 mm PKM light machine gun seized during Operation URGENT FURY DA-ST-86-04134.jpg,https://commons.wikimedia.org/wiki/File:Members_of_the_82nd_Airborne_Division_test_a_Soviet-made_7.62_mm_PKM_light_machine_gun_seized_during_Operation_URGENT_FURY_DA-ST-86-04134.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5d/Members_of_the_82nd_Airborne_Division_test_a_Soviet-made_7.62_mm_PKM_light_machine_gun_seized_during_Operation_URGENT_FURY_DA-ST-86-04134.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Unknown author Unknown author,10/1/1983,Members of the 82nd Airborne Division test a Soviet-made 7.62 mm PKM light machine gun seized during Operation URGENT FURY. (SUBSTANDARD),Category:82nd Airborne Division in Operation Urgent Fury,2810x1840
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_025_1920x1080.png,"A soldier, armed with an M16A1 rifle, patrols the area around Point Salines Airport Operation URGENT FURY - DPLA - 0143ddc55cd123697e52e37f0aa60669.jpeg","https://commons.wikimedia.org/wiki/File:A_soldier,_armed_with_an_M16A1_rifle,_patrols_the_area_around_Point_Salines_Airport_Operation_URGENT_FURY_-_DPLA_-_0143ddc55cd123697e52e37f0aa60669.jpeg",https://upload.wikimedia.org/wikipedia/commons/d/df/A_soldier%2C_armed_with_an_M16A1_rifle%2C_patrols_the_area_around_Point_Salines_Airport_Operation_URGENT_FURY_-_DPLA_-_0143ddc55cd123697e52e37f0aa60669.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"9 November 1983 date QS:P571,+1983-11-09T00:00:00Z/11",The original finding aid described this photograph as: Subject Operation/Series: URGENT FURY Country: Grenada (GRD) Scene Camera Operator: JOC Gary Miller Release Status: Released to Public,Category:Operation Urgent Fury,2840x1890
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_033_1920x1080.png,Freddy Padilla de Leon.JPG,https://commons.wikimedia.org/wiki/File:Freddy_Padilla_de_Leon.JPG,https://upload.wikimedia.org/wikipedia/commons/e/e5/Freddy_Padilla_de_Leon.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,MSgt. Adam M. Stump,3/5/2009,"U.S. Navy Adm. Mike Mullen, chairman, joint chiefs of staff, and Colombian Gen. Freddy Padilla, chief of defense, exit the National Defense Ministry in Bogota, Colombia, March 5, 2009. Mullen is visiting the country to meet with senior Colombian officials to discuss ongoing U.S. and Colombian relations. (U.S. Air Force photo by Master Sgt. Adam M. Stump/Released)",Category:Army of Colombia,3000x2400
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_034_1920x1080.png,"Marines of the 4th Platoon, Fleet Anti-terrorist Security Team (FAST) Company, listen as a rappel master from their unit gives a refresher course on rappelling techniques - DPLA - 2d860a90c889df776e6beed855207e0e.jpeg","https://commons.wikimedia.org/wiki/File:Marines_of_the_4th_Platoon,_Fleet_Anti-terrorist_Security_Team_(FAST)_Company,_listen_as_a_rappel_master_from_their_unit_gives_a_refresher_course_on_rappelling_techniques_-_DPLA_-_2d860a90c889df776e6beed855207e0e.jpeg",https://upload.wikimedia.org/wikipedia/commons/3/32/Marines_of_the_4th_Platoon%2C_Fleet_Anti-terrorist_Security_Team_%28FAST%29_Company%2C_listen_as_a_rappel_master_from_their_unit_gives_a_refresher_course_on_rappelling_techniques_-_DPLA_-_2d860a90c889df776e6beed855207e0e.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"1 January 1989 date QS:P571,+1989-01-01T00:00:00Z/11",The original finding aid described this photograph as: Base: Howard Air Force Base Country: Panama (PAN) Scene Camera Operator: SSGT Laird Release Status: Released to Public,Category:1989 in Panama,2937x1938
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_035_1920x1080.png,USS Sampson (DDG-10) and USS Nicholson (DD-982) at Panama in 1989.jpeg,https://commons.wikimedia.org/wiki/File:USS_Sampson_(DDG-10)_and_USS_Nicholson_(DD-982)_at_Panama_in_1989.jpeg,https://upload.wikimedia.org/wikipedia/commons/6/6d/USS_Sampson_%28DDG-10%29_and_USS_Nicholson_%28DD-982%29_at_Panama_in_1989.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,"PH2(AC) Scott M. Allen, USN",1989-06-21,"The U.S. Navy guided missile destroyer USS Sampson (DDG-10), its crew manning the rails, moves past the destroyer USS Nicholson (DD-982) as it prepares to dock at the U.S. Naval Station Panama Canal, in June 1989., 06/21/1989",Category:1989 in Panama,2904x1928
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_036_1920x1080.png,A group of well-wishers wait on the flight line to greet students from the Saint George's University School of Medicine in Grenada. The medical students are being flown to the base - DPLA - be61340137fcc7f87728701a19d70ed3.jpeg,https://commons.wikimedia.org/wiki/File:A_group_of_well-wishers_wait_on_the_flight_line_to_greet_students_from_the_Saint_George%27s_University_School_of_Medicine_in_Grenada._The_medical_students_are_being_flown_to_the_base_-_DPLA_-_be61340137fcc7f87728701a19d70ed3.jpeg,https://upload.wikimedia.org/wikipedia/commons/2/25/A_group_of_well-wishers_wait_on_the_flight_line_to_greet_students_from_the_Saint_George%27s_University_School_of_Medicine_in_Grenada._The_medical_students_are_being_flown_to_the_base_-_DPLA_-_be61340137fcc7f87728701a19d70ed3.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"26 October 1983 date QS:P571,+1983-10-26T00:00:00Z/11",The original finding aid described this photograph as: Subject Operation/Series: URGENT FURY Base: Charleston Air Force Base State: South Carolina (SC) Country: United States Of America (USA) Scene Camera Operator: Unknown Release Status: Released to Public,Category:Operation Urgent Fury,2790x1860
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_026_1920x1080.png,"A Soldier embraces a family member upon his arrival home. US troops, including members of the 7th Light Infantry Division and the 82nd Airborne Division, spent two weeks participati - DPLA - cdd3295d764e88b30c3ad55d742e467b.jpeg","https://commons.wikimedia.org/wiki/File:A_Soldier_embraces_a_family_member_upon_his_arrival_home._US_troops,_including_members_of_the_7th_Light_Infantry_Division_and_the_82nd_Airborne_Division,_spent_two_weeks_participati_-_DPLA_-_cdd3295d764e88b30c3ad55d742e467b.jpeg",https://upload.wikimedia.org/wikipedia/commons/0/05/A_Soldier_embraces_a_family_member_upon_his_arrival_home._US_troops%2C_including_members_of_the_7th_Light_Infantry_Division_and_the_82nd_Airborne_Division%2C_spent_two_weeks_participati_-_DPLA_-_cdd3295d764e88b30c3ad55d742e467b.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"1 March 1988 date QS:P571,+1988-03-01T00:00:00Z/11","The original finding aid described this photograph as: Base: Pope Air Force Base State: North Carolina (NC) Country: United States Of America (USA) Scene Camera Operator: TSGT Bob Simons, USAF Release Status: Released to Public",Category:Operation Golden Pheasant,3000x2001
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_037_1920x1080.png,"US Navy personnel work with Grenadians to set up communications equipment for ""Spice Island Radio"" during Operation URGENT FURY. The station will be used by the newly established pr - DPLA - aebd274a5b1ab5142c143b03a00ffe92.jpeg",https://commons.wikimedia.org/wiki/File:US_Navy_personnel_work_with_Grenadians_to_set_up_communications_equipment_for_%22Spice_Island_Radio%22_during_Operation_URGENT_FURY._The_station_will_be_used_by_the_newly_established_pr_-_DPLA_-_aebd274a5b1ab5142c143b03a00ffe92.jpeg,https://upload.wikimedia.org/wikipedia/commons/b/b4/US_Navy_personnel_work_with_Grenadians_to_set_up_communications_equipment_for_%22Spice_Island_Radio%22_during_Operation_URGENT_FURY._The_station_will_be_used_by_the_newly_established_pr_-_DPLA_-_aebd274a5b1ab5142c143b03a00ffe92.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"9 November 1983 date QS:P571,+1983-11-09T00:00:00Z/11",The original finding aid described this photograph as: Subject Operation/Series: URGENT FURY Country: Grenada (GRD) Scene Camera Operator: JOC Gary Miller Release Status: Released to Public,Category:Operation Urgent Fury,2850x1910
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_038_1920x1080.png,A US serviceman shaves on the beach during Operation URGENT FURY - DPLA - 998f685b80f097599f47be3a1aecd316.jpeg,https://commons.wikimedia.org/wiki/File:A_US_serviceman_shaves_on_the_beach_during_Operation_URGENT_FURY_-_DPLA_-_998f685b80f097599f47be3a1aecd316.jpeg,https://upload.wikimedia.org/wikipedia/commons/b/b5/A_US_serviceman_shaves_on_the_beach_during_Operation_URGENT_FURY_-_DPLA_-_998f685b80f097599f47be3a1aecd316.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"25 October 1983 date QS:P571,+1983-10-25T00:00:00Z/11",The original finding aid described this photograph as: Subject Operation/Series: URGENT FURY Base: Grenville Country: Grenada (GRD) Scene Camera Operator: SGT Michael Bogdanowicz Release Status: Released to Public,Category:Operation Urgent Fury,2810x1850
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_039_1920x1080.png,US Marines behind fence Grenada 1983.JPEG,https://commons.wikimedia.org/wiki/File:US_Marines_behind_fence_Grenada_1983.JPEG,https://upload.wikimedia.org/wikipedia/commons/5/5f/US_Marines_behind_fence_Grenada_1983.JPEG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,JO1 Sundberg,1983-10-25,"U.S. Marines armed with M16A1 rifles take defensive positions along a hillside on Grenada during ""Operation Urgent Fury"", 25 October 1983.",Category:United States Marine Corps in Grenada,2850x1890
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_040_1920x1080.png,Dignity Battalion cheering.jpg,https://commons.wikimedia.org/wiki/File:Dignity_Battalion_cheering.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e6/Dignity_Battalion_cheering.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,"PH1 (Sw) J. Elliott, US Navy",1989-11-28Category:1989 parades,"Members of one of General Manuel Noriega's loosely organized ""Dignity Battalions"" raise their weapons in a salute to the general during a rally aboard the joint US/Panamanian base.",Category:1989 in Panama,2830x1880
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_027_1920x1080.png,"General John W. Vessey Jr., chairman, Joint Chiefs of STAFF, meets with Major General Edward L. Trobaugh, commander, 82nd Airborne Division, during Operation URGENT FURY. They are a - DPLA - 0597efb598b4b956d61cf7546e04ed39.jpeg","https://commons.wikimedia.org/wiki/File:General_John_W._Vessey_Jr.,_chairman,_Joint_Chiefs_of_STAFF,_meets_with_Major_General_Edward_L._Trobaugh,_commander,_82nd_Airborne_Division,_during_Operation_URGENT_FURY._They_are_a_-_DPLA_-_0597efb598b4b956d61cf7546e04ed39.jpeg",https://upload.wikimedia.org/wikipedia/commons/4/4d/General_John_W._Vessey_Jr.%2C_chairman%2C_Joint_Chiefs_of_STAFF%2C_meets_with_Major_General_Edward_L._Trobaugh%2C_commander%2C_82nd_Airborne_Division%2C_during_Operation_URGENT_FURY._They_are_a_-_DPLA_-_0597efb598b4b956d61cf7546e04ed39.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"25 October 1983 date QS:P571,+1983-10-25T00:00:00Z/11",The original finding aid described this photograph as: Subject Operation/Series: URGENT FURY Base: Grenville Country: Grenada (GRD) Scene Camera Operator: SPC Douglas Ide Release Status: Released to Public,Category:Operation Urgent Fury,2810x1850
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_041_1920x1080.png,Flight operations take place aboard the amphibious assault ship USS GUAM (LPH 9) off the coast of Grenada during Operation URGENT FURY. Visible on the flight deck is a UH-1N Iroquoi - DPLA - 7decd705d4e4c17d760e9549a89290f6.jpeg,https://commons.wikimedia.org/wiki/File:Flight_operations_take_place_aboard_the_amphibious_assault_ship_USS_GUAM_(LPH_9)_off_the_coast_of_Grenada_during_Operation_URGENT_FURY._Visible_on_the_flight_deck_is_a_UH-1N_Iroquoi_-_DPLA_-_7decd705d4e4c17d760e9549a89290f6.jpeg,https://upload.wikimedia.org/wikipedia/commons/6/63/Flight_operations_take_place_aboard_the_amphibious_assault_ship_USS_GUAM_%28LPH_9%29_off_the_coast_of_Grenada_during_Operation_URGENT_FURY._Visible_on_the_flight_deck_is_a_UH-1N_Iroquoi_-_DPLA_-_7decd705d4e4c17d760e9549a89290f6.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"25 October 1983 date QS:P571,+1983-10-25T00:00:00Z/11",The original finding aid described this photograph as: Subject Operation/Series: URGENT FURY Country: Grenada (GRD) Scene Camera Operator: PH2 D. Wujcik Release Status: Released to Public,Category:Operation Urgent Fury,2850x1910
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_042_1920x1080.png,Urgent fury civilians waiting.jpg,https://commons.wikimedia.org/wiki/File:Urgent_fury_civilians_waiting.jpg,https://upload.wikimedia.org/wikipedia/commons/6/65/Urgent_fury_civilians_waiting.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,TSGT M. J. CREEN,1983-11-03,"Original caption: ""American students sit inside a terminal waiting to be evacuated from the island by US military personnel during Operation URGENT FURY.""",Category:Operation Urgent Fury,3070x1970
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_028_1920x1080.png,A CH-53 Sea Stallion helicopters hovers above a Soviet ZU-23 anti aircraft gun prior to picking it up during Operation URGENT FURY - DPLA - 0d5146d1459f1d22e0cf226acdebf6b7.jpeg,https://commons.wikimedia.org/wiki/File:A_CH-53_Sea_Stallion_helicopters_hovers_above_a_Soviet_ZU-23_anti_aircraft_gun_prior_to_picking_it_up_during_Operation_URGENT_FURY_-_DPLA_-_0d5146d1459f1d22e0cf226acdebf6b7.jpeg,https://upload.wikimedia.org/wikipedia/commons/9/99/A_CH-53_Sea_Stallion_helicopters_hovers_above_a_Soviet_ZU-23_anti_aircraft_gun_prior_to_picking_it_up_during_Operation_URGENT_FURY_-_DPLA_-_0d5146d1459f1d22e0cf226acdebf6b7.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"3 November 1983 date QS:P571,+1983-11-03T00:00:00Z/11",The original finding aid described this photograph as: Subject Operation/Series: URGENT FURY Country: Grenada (GRD) Scene Camera Operator: TSGT M. J. Creen Release Status: Released to Public,Category:United States Marine Corps in Grenada,3010x1980
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_043_1920x1080.png,An Air Force sergeant walks with his wife and daughter to a waiting airliner. They are among the first group to leave after President George Bush's order to reduce the number of U.S - DPLA - 5a0deff4b89c75c1dd36d21f5d5e3438.jpeg,https://commons.wikimedia.org/wiki/File:An_Air_Force_sergeant_walks_with_his_wife_and_daughter_to_a_waiting_airliner._They_are_among_the_first_group_to_leave_after_President_George_Bush%27s_order_to_reduce_the_number_of_U.S_-_DPLA_-_5a0deff4b89c75c1dd36d21f5d5e3438.jpeg,https://upload.wikimedia.org/wikipedia/commons/d/da/An_Air_Force_sergeant_walks_with_his_wife_and_daughter_to_a_waiting_airliner._They_are_among_the_first_group_to_leave_after_President_George_Bush%27s_order_to_reduce_the_number_of_U.S_-_DPLA_-_5a0deff4b89c75c1dd36d21f5d5e3438.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"1 May 1989 date QS:P571,+1989-05-01T00:00:00Z/11",The original finding aid described this photograph as: Base: Howard Air Force Base Country: Panama (PAN) Scene Camera Operator: MASTER SGT. Herbert Cintron Release Status: Released to Public,Category:1989 in Panama,2829x1899
TM,Data-Vengeance/Loadscreens/RealConflict/TM/TM_006_1920x1080.png,A starboard beam view of a PBR Mark 2 riverine patrol boat of Special Boat Unit 26 (SBU-26) - DPLA - 9c3a3e8f26878df8c1b4955252ba2f0b.jpeg,https://commons.wikimedia.org/wiki/File:A_starboard_beam_view_of_a_PBR_Mark_2_riverine_patrol_boat_of_Special_Boat_Unit_26_(SBU-26)_-_DPLA_-_9c3a3e8f26878df8c1b4955252ba2f0b.jpeg,https://upload.wikimedia.org/wikipedia/commons/a/aa/A_starboard_beam_view_of_a_PBR_Mark_2_riverine_patrol_boat_of_Special_Boat_Unit_26_%28SBU-26%29_-_DPLA_-_9c3a3e8f26878df8c1b4955252ba2f0b.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"20 May 1989 date QS:P571,+1989-05-20T00:00:00Z/11",The original finding aid described this photograph as: Base: Panama Canal Country: Panama (PAN) Scene Camera Operator: PH2 Mark S. Kettenhofen Release Status: Released to Public,Category:1989 in Panama,3000x2400
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_029_1920x1080.png,"A Honduran Soldier aims an M16A1 rifle during battle maneuvers. President Ronald Reagan mobilized US Exercise Task Force DRAGON-GOLDEN PHEASANT, consisting of both the 82nd Airborne - DPLA - 40b2a3c0b2a000c5ac36af08a2479081.jpeg","https://commons.wikimedia.org/wiki/File:A_Honduran_Soldier_aims_an_M16A1_rifle_during_battle_maneuvers._President_Ronald_Reagan_mobilized_US_Exercise_Task_Force_DRAGON-GOLDEN_PHEASANT,_consisting_of_both_the_82nd_Airborne_-_DPLA_-_40b2a3c0b2a000c5ac36af08a2479081.jpeg",https://upload.wikimedia.org/wikipedia/commons/f/ff/A_Honduran_Soldier_aims_an_M16A1_rifle_during_battle_maneuvers._President_Ronald_Reagan_mobilized_US_Exercise_Task_Force_DRAGON-GOLDEN_PHEASANT%2C_consisting_of_both_the_82nd_Airborne_-_DPLA_-_40b2a3c0b2a000c5ac36af08a2479081.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"1 March 1988 date QS:P571,+1988-03-01T00:00:00Z/11",The original finding aid described this photograph as: Base: Judicalpa Country: Honduras (HND) Scene Camera Operator: TSGT Bob Simons Release Status: Released to Public,Category:Operation Golden Pheasant,3000x1986
IN,Data-Vengeance/Loadscreens/RealConflict/IN/IN_002_1920x1080.png,Pacora River Bridge.png,https://commons.wikimedia.org/wiki/File:Pacora_River_Bridge.png,https://upload.wikimedia.org/wikipedia/commons/3/34/Pacora_River_Bridge.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Unknown author Unknown author,1980s-1990s,This is the Pacora River Bridge,Category:United States invasion of Panama,1874x1510
AF,Data-Vengeance/Loadscreens/RealConflict/AF/AF_030_1920x1080.png,Members of the 82nd Airborne Division walk along a narrow land while on patrol during Operation Urgent Fury. The second soldier in line has an M-203 40mm grenade launcher attached t - DPLA - 1ca46e10f0b433f6479d47ff28af4f80.jpeg,https://commons.wikimedia.org/wiki/File:Members_of_the_82nd_Airborne_Division_walk_along_a_narrow_land_while_on_patrol_during_Operation_Urgent_Fury._The_second_soldier_in_line_has_an_M-203_40mm_grenade_launcher_attached_t_-_DPLA_-_1ca46e10f0b433f6479d47ff28af4f80.jpeg,https://upload.wikimedia.org/wikipedia/commons/8/88/Members_of_the_82nd_Airborne_Division_walk_along_a_narrow_land_while_on_patrol_during_Operation_Urgent_Fury._The_second_soldier_in_line_has_an_M-203_40mm_grenade_launcher_attached_t_-_DPLA_-_1ca46e10f0b433f6479d47ff28af4f80.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"25 October 1983 date QS:P571,+1983-10-25T00:00:00Z/11",The original finding aid described this photograph as: Subject Operation/Series: URGENT FURY Country: Grenada (GRD) Scene Camera Operator: SGT. Michael Bogdanowicz Release Status: Released to Public,Category:82nd Airborne Division in Operation Urgent Fury,3000x2040
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_044_1920x1080.png,"Marines with M9 9 mm pistols engage their targets at a combat pistol course. The Marines are members of 4th Platoon, Fleet Anti-terrorist Security Team (FAST) Company - DPLA - 59f3d3bcf24522c2015db0ebe5e73df9.jpeg","https://commons.wikimedia.org/wiki/File:Marines_with_M9_9_mm_pistols_engage_their_targets_at_a_combat_pistol_course._The_Marines_are_members_of_4th_Platoon,_Fleet_Anti-terrorist_Security_Team_(FAST)_Company_-_DPLA_-_59f3d3bcf24522c2015db0ebe5e73df9.jpeg",https://upload.wikimedia.org/wikipedia/commons/d/de/Marines_with_M9_9_mm_pistols_engage_their_targets_at_a_combat_pistol_course._The_Marines_are_members_of_4th_Platoon%2C_Fleet_Anti-terrorist_Security_Team_%28FAST%29_Company_-_DPLA_-_59f3d3bcf24522c2015db0ebe5e73df9.jpeg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Department of Defense. American Forces Information Service. Defense Visual Information Center. 1994,"1 January 1989 date QS:P571,+1989-01-01T00:00:00Z/11","The original finding aid described this photograph as: Base: Naval Station, Rodman Country: Panama (PAN) Scene Camera Operator: GUNNERY Sergeant Jay Browne Release Status: Released to Public",Category:1989 in Panama,2820x1870
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_045_1920x1080.png,Truck seized during Operation Urgent Fury.JPEG,https://commons.wikimedia.org/wiki/File:Truck_seized_during_Operation_Urgent_Fury.JPEG,https://upload.wikimedia.org/wikipedia/commons/8/8a/Truck_seized_during_Operation_Urgent_Fury.JPEG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,US military employee,1983,A truck seized during Operation Urgent Fury. A C-141B Starlifter aircraft is in the background.,Category:Operation Urgent Fury,2760x1770
JM,Data-Vengeance/Loadscreens/RealConflict/JM/JM_046_1920x1080.png,BRDM-2 during Operation Urgent Fury.JPEG,https://commons.wikimedia.org/wiki/File:BRDM-2_during_Operation_Urgent_Fury.JPEG,https://upload.wikimedia.org/wikipedia/commons/f/fe/BRDM-2_during_Operation_Urgent_Fury.JPEG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,"JO1 PETER D. SUNDBERG, US Navy",1983-10-28,"US Marines sit aboard a captured Soviet-made BRDM-2 amphibious armored scout car, foreground, and an AAV-7A1 tracked landing vehicle during Operation Urgent Fury.",Category:United States Marine Corps in Grenada,2850x1900
AR,Data-Vengeance/Loadscreens/RealConflict/AR/AR_004_1920x1080.png,Sheridan tank Golden Pheasant.jpg,https://commons.wikimedia.org/wiki/File:Sheridan_tank_Golden_Pheasant.jpg,https://upload.wikimedia.org/wikipedia/commons/5/56/Sheridan_tank_Golden_Pheasant.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,TECH. SGT. Bob Simons,1988-01-03,"An M551A1 Sheridan tank from the 3rd Bn., 73rd Armor, 82nd Airborne Division, moves out after being offloaded from a convoy vehicle during Operation Golden Pheasant.",Category:Operation Golden Pheasant,3000x1981
